index,label,distance
3677,0,0.14100864452167278
4050,0,0.15589957172001367
3549,0,0.16708931920424414
3765,0,0.1701584926724019
3649,0,0.17061185194798925
3759,0,0.20243654756815335
4153,0,0.20654361936196197
4195,0,0.2121565338879253
4078,0,0.21775693563220994
3957,0,0.218611156133528
4052,0,0.2227104523919367
3988,0,0.23199097392901544
3789,0,0.23614123318498806
4218,0,0.24838026256421616
3786,0,0.24966808520203201
4291,0,0.2543912272812018
4073,0,0.25773645532886275
3977,0,0.2584482498405164
4393,0,0.27246897188193553
3872,0,0.27781400282029756
4205,0,0.27783758797085895
3542,0,0.2801458450100407
3712,0,0.28134461425727947
3750,0,0.2828121654460796
4370,0,0.2862489751656664
368,0,0.2880942423811454
3849,0,0.29853776231509443
4192,0,0.2987124872067157
4072,0,0.30577838516849637
3599,0,0.31226759114469066
3800,0,0.3128824131555987
3607,0,0.315589273856057
3460,0,0.31627405473171416
3833,0,0.3182961210734723
3852,0,0.31869667260372403
3829,0,0.3204464666935823
3591,0,0.3209348564087215
3383,0,0.33039321267773036
3793,0,0.3304015367194017
3861,0,0.33123256422202896
3451,0,0.33492497686270956
3968,0,0.33682114871943547
4282,0,0.3382906224481205
3606,0,0.34027246315253035
3698,0,0.3409137305520748
4495,0,0.3416948404018453
3560,0,0.34248929066570555
4003,0,0.3437047961139769
3987,0,0.3453839149186465
3513,0,0.34682906383614126
4490,0,0.3477243966585821
3806,0,0.3479962841603974
3564,0,0.35044617289591495
4367,0,0.35340387244803984
3685,0,0.354447940913397
4405,0,0.35904481013238565
3539,0,0.3610053203320789
2760,0,0.3610203659764181
4157,0,0.3622880208687251
3978,0,0.36979044752533463
3693,0,0.36998952986626277
3895,0,0.37278496781338155
3911,0,0.3730142573104733
3777,0,0.37307397066909886
4026,0,0.37401048621503163
3867,0,0.3757016386161693
4410,0,0.37806826704860363
3514,0,0.378460678055353
3827,0,0.3796866324823004
3526,0,0.3822075807686683
3770,0,0.383188523412641
4116,0,0.38460398684347313
4331,0,0.3858025385739942
4115,0,0.3864743365599767
4429,0,0.3869608079104523
4281,0,0.38798889069786
3390,0,0.388630399646469
3851,0,0.3886954844660416
3886,0,0.39003942021222604
3638,0,0.39030022344277837
4439,0,0.39095576013933814
4049,0,0.3933127970538471
3487,0,0.3950320256121433
3790,0,0.39711014153962915
4146,0,0.39759635064950505
3537,0,0.3998240383739774
4132,0,0.40139188383627966
3708,0,0.40286976744010106
4151,0,0.40336016527960245
4223,0,0.405464249814931
4446,0,0.40713093470265016
3477,0,0.4072352786950769
3969,0,0.41010216359799484
4233,0,0.41175636751363764
3769,0,0.411907673386665
4296,0,0.4121426799868433
4297,0,0.41233422225832356
4169,0,0.4128399604057607
3725,0,0.4129527326121072
3578,0,0.4136741674038613
3983,0,0.41368794932630465
3528,0,0.4157340216527274
3749,0,0.41605633555845994
3420,0,0.41672288549202297
4135,0,0.4176077706219614
4327,0,0.4190309748154473
3865,0,0.4196858391288972
4396,0,0.41981299692360446
4140,0,0.4215896071517876
4216,0,0.4242883091061989
3980,0,0.4244996456692516
4480,0,0.42456552204977654
3509,0,0.42549627127294615
3876,0,0.42748479986214055
4155,0,0.4282455252752732
3928,0,0.42870428155898144
3741,0,0.42967004789935587
3385,0,0.4308118333647027
4043,0,0.4312581155101938
3822,0,0.4313252466808673
3476,0,0.4315949133812159
4303,0,0.43269254047411065
3442,0,0.4337520908018129
3625,0,0.4341827746091579
2792,0,0.4371185967029593
4200,0,0.4377620696942641
4224,0,0.4377789680471768
4004,0,0.438504598916546
4020,0,0.43918833395499074
4221,0,0.4400181852828332
4286,0,0.44079772747592205
3743,0,0.44250187639123795
4493,0,0.44318776610721256
4330,0,0.4443513266162338
3703,0,0.4451761252802443
3423,0,0.4452849675633394
4241,0,0.4481671623245681
4377,0,0.4503927343873976
3467,0,0.45056711883234707
3422,0,0.4522370315856798
4080,0,0.45274408661064514
3824,0,0.4538195395219021
3561,0,0.4556312011465006
4252,0,0.4559261171542133
3781,0,0.4563044331178323
4325,0,0.45780203283894394
2946,0,0.45787364871598457
4431,0,0.45933285097208676
4213,0,0.4604039356189997
4251,0,0.46215096605899825
4134,0,0.4623316292056442
4262,0,0.4623464355061494
3697,0,0.4627603089129517
3926,0,0.46341602264478815
4009,0,0.4642722224187568
4284,0,0.4643610601415087
4418,0,0.4645169488422386
3922,0,0.4647539830614553
3434,0,0.46480354402667773
4472,0,0.4654825232476551
3536,0,0.4657718007884413
4488,0,0.4657718007884413
3624,0,0.46594655520440853
3566,0,0.46646442679321154
4306,0,0.46732614530140953
3025,0,0.4679401926419057
4212,0,0.4686912279531298
3920,0,0.4703487581808488
3425,0,0.4704387821654666
4295,0,0.47147723744882075
4024,0,0.4735342309041452
372,0,0.47630094930938477
4025,0,0.4770056886620222
3444,0,0.47701431986976334
3792,0,0.4776414523482575
3655,0,0.47775329120752646
3947,0,0.4779111951368491
3702,0,0.4782232285949662
3464,0,0.4783418684839911
3907,0,0.4807078537453289
327,0,0.48072546155714757
2791,0,0.4820356618548837
3415,0,0.4820753182536196
3982,0,0.4825650079149585
4158,0,0.4828216971885466
3627,0,0.48614929335223955
373,0,0.48735749505851617
3443,0,0.48823831398918865
3636,0,0.4885386262726466
3406,0,0.48891785908329227
4468,0,0.4898647271920344
4021,0,0.49075066555469465
3563,0,0.49075241209982723
4503,0,0.4911262259661886
3997,0,0.49302871736347603
3842,0,0.493222381555653
3608,0,0.4935984847482415
4501,0,0.4937372141300211
4428,0,0.49394488784014773
3893,0,0.4947440148836131
4053,0,0.4948820086922751
2830,0,0.49684776610231174
4010,0,0.4973642677395213
3884,0,0.4980848993171293
4231,0,0.498320891704144
3971,0,0.49927981156881496
3950,0,0.4998896449123584
4183,0,0.5015377351862244
4144,0,0.5030723238673572
3915,0,0.5032092099908663
3818,0,0.5034731054036077
4313,0,0.5042590418057711
4126,0,0.5044716744905466
3571,0,0.5045225386685812
4505,0,0.504810365802557
3584,0,0.504943885888624
2816,0,0.5072787665735649
4348,0,0.5073058897335488
3713,0,0.5073677477831371
3768,0,0.5080411824666862
4240,0,0.5081130033726787
3592,0,0.510582570651716
4387,0,0.5114729400125991
3896,0,0.5120818463218479
4193,0,0.5122500270266404
4498,0,0.5124728899696867
3530,0,0.5124989891783478
4008,0,0.5140804470392446
3847,0,0.5143331261408665
4383,0,0.5145444785768059
4047,0,0.5146585438902093
4257,0,0.5150068037675194
4046,0,0.5154516880766168
4055,0,0.5154591844114701
4430,0,0.516049885896659
3940,0,0.5174517465255799
3421,0,0.518315524222784
3795,0,0.5190936080706073
3941,0,0.5196906894838312
3601,0,0.5196913698253113
3740,0,0.5197827133085761
4166,0,0.5202034113890276
3465,0,0.5208308674777322
3955,0,0.5212159901736495
2815,0,0.521671825665807
3879,0,0.5221296764697625
498,0,0.5227427081740204
4103,0,0.5234185218921201
3652,0,0.5253111028743389
3673,0,0.5256781672031424
4145,0,0.5258630599819554
3803,0,0.5265901516574922
4001,0,0.5266490701892941
4311,0,0.5267404217402621
3611,0,0.5280231799630949
4379,0,0.5285608378504423
4347,0,0.5307298544304163
3707,0,0.5332234596943165
3945,0,0.5344527122843324
3953,0,0.5345781766634999
2926,0,0.5353220485810154
4128,0,0.5356230243617648
3408,0,0.5365749860404297
3538,0,0.5368326360357573
4042,0,0.5377755450652449
3704,0,0.5383867990683248
4287,0,0.5393834951560811
3452,0,0.539680716917341
3595,0,0.5407762436722634
4154,0,0.541604671180763
3393,0,0.5416601808639319
3981,0,0.5422568091704955
3888,0,0.5422643560648408
4125,0,0.542307938075796
4356,0,0.5439033615869772
4441,0,0.5443530667799865
4056,0,0.5453131151015831
3397,0,0.5455191996177419
3773,0,0.5462760401485561
3548,0,0.5473390653388436
3565,0,0.5494848549694575
4058,0,0.5504007323052639
4184,0,0.5505789166688762
4492,0,0.550737810373116
3682,0,0.5508652686302761
4131,0,0.5511324870120052
3891,0,0.555208938822065
3927,0,0.5552105826785546
